,Title,IMDB id,Year,Rating,Genre,Top_cast
837,Akaash Vani,tt2423132,2013,6.3,"Drama, Romance","['Kartik AaryanAkaash', 'Nushrratt BharucchaVani(as Nushrat Bharucha)', 'Sunny SinghRavi(as Sunny Singh Nijjar)']"
838,Pihu,tt8458202,2016,6.7,"Drama, Thriller","['Rahul Bagga', 'Pihu Myra VishwakarmaPihu', ""Prerna VishwakarmaPihu's mother""]"
839,Sixteen,tt0088128,1984,7.0,"Comedy, Romance","['Molly RingwaldSamantha', 'Anthony Michael HallGeek', 'Justin HenryMike Baker']"
840,Mirza's Lady,tt4940456,2016,4.6,"Action, Drama, Fantasy","['Harshvardhan KapoorMunishâ€¦', 'Saiyami KherSuchitra', 'Art Malik']"
841,Devdas,tt0238936,2002,7.5,"Drama, Musical, Romance","['Shah Rukh Khan', 'Madhuri Dixit', ""Aishwarya Rai Bachcha""]"
842,Ek Paheli Leela,tt4500734,2015,3.8,"Mystery, Romance, Thriller","['Sunny LeoneLeelaâ€¦', 'Rahul DevBhairav', 'Mohit AhlawatRanveer']"
843,Brahman Naman,tt5240748,2016,5.5,Comedy,"['Shashank AroraNaman', 'Tanmay DhananiaAjay', 'Chaitanya VaradRamu']"
844,Suhaag,tt0111308,1994,5.7,"Action, Comedy, Drama","['Ajay Devgn', 'Akshay KumarRaj Sinha', 'Karisma KapoorPooja(as Karishma Kapoor)']"
845,Aiyyaa,tt2255934,2012,4.4,"Comedy, Romance","['Rani Mukerji', 'Prithviraj SukumaranSurya', ""Nirmiti SawantAai""]"
846,Saaransh,tt0088031,1984,8.1,Drama,"['Anupam KherB.V. Pradhan', 'Rohini HattangadiParvati Pradhan(as Rohini Hattangady)', 'Soni RazdanSujata Suman']"
847,Hawaa Hawaai,tt3501994,2014,7.3,"Drama, Family, Sport","['Makrand Deshpande', 'Partho A. GupteArjun Harishchandra Waghmare', 'Devraya GoleMauli']"
849,Do Ankhen Barah Haath,tt0050322,1957,8.4,"Comedy, Crime, Drama","['Shantaram Rajaram VankudreJailer Adinath(as V. Shantaram)', 'SandhyaChampa', 'UlhasShanker Passi(as Ullhas)']"
850,Joy: The Real Love Story,tt0995840,2007,2.4,"Drama, Romance, Thriller","[""Himesh Reshammiya"", 'Hansika Motwani', 'Mallika Sherawat']"
851,The Jewel Thief,tt27447330,2023,6.5,"Documentary, Crime, Mystery","['Joe BarlamUniformed Police Officer', 'James DaleSwat officer', 'Joseph FloreGerald Blanchard']"
852,Raaz Reboot,tt5639388,2016,4.4,"Horror, Mystery, Romance","['Emraan HashmiAditya', 'Kriti KharbandaShaina', 'Suzanna MukherjeeShreya']"
853,"Good Boy, Bad Boy",tt0489486,2007,3.9,"Comedy, Musical","['Tusshar KapoorRajan P. Malhotra', 'Emraan HashmiRaju P. Malhotra', 'Isha SharvaniRashmi D. Awasthi']"
854,Do Bigha Zamin,tt0045693,1953,8.3,Drama,"['Balraj SahniShambu Maheto', 'Nirupa RoyParvati (Paro) Maheto', 'Ratan KumarKanhaiya Maheto(as Rattan Kumar)']"
855,Samay: When Time Strikes,tt0384491,2003,7.0,"Crime, Mystery, Thriller","['Sushmita SenACP Malvika Chauhan', 'Lucy BartholomewRitika Sabharwal', 'Tushar DalviDr. Ravi']"
856,Seeta Aur Geeta,tt0078222,1972,6.9,"Adventure, Comedy, Drama","['DharmendraRaka', 'Sanjeev KumarRavi', 'Hema Malini']"
857,Bhoomi,tt10893170,2021,4.7,"Action, Drama","['Jayam RaviBhoominathan', 'Nidhhi Agerwal', 'CricknowleShivalik']"
858,Yeh Lamhe Judaai Ke,tt0385351,2004,3.1,"Drama, Mystery, Romance","['Shah Rukh KhanDushant', 'Raveena TandonJaya', 'Navneet NishanNisha']"
859,Aks,tt0289845,2001,5.8,"Action, Crime, Horror","['Amitabh BachchanInsp. Manu Verma', 'Raveena TandonNeeta', 'Manoj BajpayeeRaghavan Ghatge(as Manoj Bajpai)']"
860,Makdee,tt0341455,2002,7.5,"Comedy, Family, Fantasy","['Shabana AzmiMakdee', 'Shweta Basu PrasadChunni', 'Makrand DeshpandeKallu']"
861,Behen Hogi Teri,tt6537508,2017,5.6,Comedy,"['Rajkummar RaoGattu', 'Shruti HaasanBinny', 'Gautam GulatiRahul']"
862,"Gandhi, My Father",tt0459293,2007,7.3,"Biography, Drama, History","['Akshaye KhannaHarilal Gandhi', 'Darshan JariwalaMohandas Karamchand Gandhi', 'Shefali ShahKasturba Gandhi']"
863,Babumoshai Bandookbaaz,tt6711660,2017,6.9,"Action, Comedy, Crime","['Nawazuddin SiddiquiBabu Bihari', 'Bidita BagFulva', 'Jatin GoswamiBanke Bihari']"
864,Union Leader,tt6395306,2017,7.1,Drama,"['Rahul BhatJay', 'Tillotama ShomeGeeta', 'Prashant BarotSatish']"
865,Hawaizaada,tt4338154,2015,5.5,"Biography, Drama","['Naman JainNarayan Talpade', 'Mithun ChakrabortySubbaraya Shastry', 'Samir ChandraStage Owner']"
866,Dil Hai Tumhaara,tt0328998,2002,5.5,"Drama, Romance","['RekhaSaritaji', 'Preity G ZintaShalu(as Preity Zinta)', 'Arjun RampalDev Khanna']"
867,Bobby,tt0308055,2006,7.0,"Biography, Drama, History","['Anthony HopkinsJohn', 'Demi MooreVirginia', 'Sharon StoneMiriam Ebbers']"
868,Bandhan,tt0273452,1998,4.8,"Action, Drama, Romance","['Jackie ShroffThakur Suraj Pratap', 'Salman KhanRaju', 'RambhaJyoti']"
869,Nishabd,tt0824375,2007,5.4,Drama,"['Amitabh BachchanVijay', 'Jiah KhanJiah', 'RevathiAmrita(as Revathy)']"
870,Waiting,tt0348333,2005,6.7,Comedy,"['Ryan ReynoldsMonty', 'Anna FarisSerena', 'John Francis DaleyMitch']"
871,Tango Charlie,tt0444913,2005,6.1,"Action, Adventure, Drama","['Ajay DevgnHavaldar ', 'Bobby DeolSepoy ', ""Habib Mithiborwala""]"
872,Hadh Kar Di Aapne,tt0244528,2000,5.3,"Comedy, Romance","['GovindaRaj Malhotraâ€¦', 'Rani MukerjiAnjali Khanna', 'Johny LeverFatherâ€¦']"
873,Hotel Salvation,tt5997928,2016,7.0,"Comedy, Drama","['Adil HussainRajiv', 'Lalit BehlDaya', 'Geetanjali KulkarniLata']"
874,Ek Ajnabee,tt0457875,2005,5.3,"Action, Crime, Drama","['Amitabh BachchanCol. Suryaveer Singh', 'Arjun RampalShekhar Verma', 'Perizaad ZorabianNikasha R. Rathore']"
875,Revolver Rani,tt3290688,2014,4.6,"Action, Comedy, Crime","['Kangana RanautAlka Singh (Revolver Rani)', 'Vir DasRohan Mehra', 'BackagaindancerRajkumar']"
876,Delhi Safari,tt1172587,2012,5.5,"Animation, Adventure, Comedy","['GovindaBajrangi(voice)', 'Akshaye KhannaAlex(voice)', 'Urmila MatondkarBegum(voice)']"
877,Dil Ka Rishta,tt0330217,2003,4.8,"Drama, Musical, Romance","['Arjun RampalJai Mehta', 'Aishwarya Rai BachchanTia Sharma(as Aishwarya Rai)', 'Priyanshu ChatterjeeRaj Sharma']"
878,Army,tt0993840,2021,5.8,"Action, Crime, Drama","['Dave BautistaScott Ward', 'Ella PurnellKate Ward', 'Ana de la RegueraMaria Cruz']"
879,Dum,tt13957560,2023,6.9,"Biography, Comedy, Drama","['Paul DanoKeith Gill', 'Pete DavidsonKevin Gill', ""Vincent D'OnofrioSteve Cohen""]"
880,Jaanam Samjha Karo,tt0226847,1999,4.8,"Drama, Romance","['Salman KhanRahul', 'Urmila MatondkarChandni', ""Jaspal BhattiIshwar Singh ('Tubby') - Rahul's Secretary""]"
881,Alone,tt7711170,2020,6.2,"Drama, Horror, Mystery","['Jules WillcoxJessica', 'Marc MenchacaMan', 'Anthony HealdRobert']"
882,Aa Ab Laut Chalen,tt0149568,1999,5.3,"Musical, Romance, Drama","['Rajesh KhannaBalraaj Khanna', 'Akshaye KhannaRohan Khanna', 'Aishwarya Rai BachchanPooja Walia(as Aishwarya Rai)']"
883,Hisss,tt1244093,2010,2.9,"Comedy, Drama, Horror","['Mallika SherawatSnake Woman', 'Irrfan KhanVinkram Gupta', 'Jeff DoucetteGeorge States']"
884,Aradhana,tt0065416,1969,7.6,"Drama, Musical, Romance","['Rajesh KhannaArunâ€¦', 'Sharmila TagoreVandhana Tripathi', 'Sujit KumarMadan Verma']"
885,Khushi,tt0248126,2001,7.4,"Drama, Musical, Romance","['Shah Rukh KhanRahul Raichand', 'KajolAnjali Sharma', 'Amitabh BachchanYashvardhan Raichand']"
886,Oh Darling Yeh Hai India,tt0114031,1995,4.0,Comedy,"['Shah Rukh KhanHero', 'Deepa SahiMiss India', 'Jaaved JaaferiPrince of Don(as Javed Jaffrey)']"
887,India's Most Wanted,tt8484942,2019,4.7,"Action, Adventure, Thriller","['Arjun KapoorPrabhat Kumar', 'Sudev NairYusuf', 'Preet BhullarISI Agent']"
888,Dus Kahaniyaan,tt0823451,2007,5.7,Drama,"['Arbaaz KhanRahul Sarin ', 'Mandira BediPooja', 'Sudhanshu Pandey']"
889,Ujda Chaman,tt11046300,2019,6.9,Comedy,"['Sunny SinghChaman Kohli', 'Maanvi GagrooApsara', 'Karishma SharmaAaina']"
890,Yaarana,tt0083349,1981,6.9,"Action, Comedy, Drama","['Amitabh BachchanKishan Kumar', 'Neetu SinghKomal', 'Tanuja SamarthSheela(as Tanuja)']"
891,Ardh Satya,tt0085178,1983,8.1,"Crime, Drama","['Om PuriSub-Inspector Anant Velankar', 'Smita PatilJyotsna Gokhale', 'Amrish PuriFaujdar Velankar']"
892,Chandni,tt0097045,1989,6.7,"Drama, Musical, Romance","['SrideviChandni Mathur', 'Rishi KapoorRohit Gupta', 'Vinod KhannaLalit Khanna']"
893,A Classic Horror Story,tt12877640,2021,5.7,"Drama, Horror, Mystery","['Matilda Anna ', 'Francesco RussoFabrizio', 'Peppino MazzottaRiccardo']"
894,Trauma,tt6705640,2017,4.8,"Action, Drama, Horror","['Catalina MartinAndrea', 'Macarena CarrereCamila', 'Dominga BofillMagdalena']"
895,Ek Rishtaa: The Bond of Love,tt0284083,2001,5.2,Drama,"['Amitabh BachchanVijay Kapoor', 'Rakhee GulzarPratima Kapoor', 'Akshay KumarAjay Kapoor']"
896,Paathshaala,tt1194236,2010,5.0,"Drama, Family","['Nana Patekar', 'Shahid Kapoor', 'Ayesha Takia']"
897,Love Ke Liye Kuch Bhi Karega,tt0287537,2001,6.0,"Comedy, Crime, Romance","['Saif Ali KhanPrakash', 'Fardeen KhanRahul Kapoor', ""Aftab ShivdasaniHarilal 'Harry'""]"
898,Ankur Arora Murder Case,tt2912578,2013,6.5,"Drama, Thriller","['Kay Kay MenonDr. Asthana', 'Visshesh TiwariAnkur Arora(as Vishesh Tiwari)', 'Tisca ChopraNandita Arora']"
899,Aashiqui 2,tt2203308,2013,7.1,"Drama, Music, Musical","['Aditya Roy KapoorRahul Jaykar', 'Shraddha KapoorArohi Keshav Shirke', 'Shaad RandhawaVivek']"
900,All Is Well,tt7776430,2018,6.5,Drama,"['Aenne SchwarzJanne', 'Andreas ', 'Hans LawMartin']"
901,Hum Aapke Dil Mein Rehte Hain,tt0189592,1999,5.5,"Drama, Romance","['Anil KapoorVijay', 'KajolMegha', 'Anupam KherMr. Vishwanath']"
902,Aashiq Banaya Aapne: Love Takes Over,tt0477253,2005,4.4,"Drama, Romance, Thriller","[""Emraan HashmiVikram 'Vicky' Mathur"", 'Tanushree DuttaSneha', 'Sonu SoodKaran Oberoi']"
903,Ziddi,tt0120551,1997,5.9,"Action, Drama","['Sunny DeolDeva Pradhan', 'Raveena TandonJaya', 'Anupam KherAdvocate Ashok Pradhan']"
904,Diljale,tt0286593,1996,5.8,"Action, Drama, Romance","['Ajay Devgn', 'Sonali BendreRadhika', 'Amrish PuriDara']"
905,It's a Wonderful Afterlife,tt1319716,2010,5.4,"Comedy, Drama, Fantasy","['Sanjeev BhaskarCurry Man (Mr. Bhatti)', 'Steve MorphewA&E Doctor', 'Steve JonesEarnest Reporter']"
906,Zubeidaa,tt0255713,2001,6.6,"Biography, Drama, History","['Karisma KapoorZubeida', 'RekhaMandira Devi', 'Manoj BajpayeeRaja Vijendra Singh(as Manoj Bajpai)']"
907,Sangam,tt0058547,1964,7.3,"Drama, Musical, Romance","['Raj Kapoor', 'Rajendra Kumar ', 'VyjayanthimalaRadha']"
908,Namak Haraam,tt0070434,1973,7.2,Drama,"['Rajesh KhannaSomnath ', 'Amitabh BachchanVikram (Vicky) Maharaj', 'Simi GarewalManisha']"
909,Ghost,tt0099653,1990,7.1,"Drama, Fantasy, Romance","Patrick Swayze, Demi Moore, Whoopi Goldberg"
910,1920 London,tt5638500,2016,4.1,"Horror, Mystery","['Sharman JoshiJai Singh Gujjar', 'Meera ChopraShivangi', 'Vishal KarwalVeer']"
911,Neal 'n' Nikki,tt0470869,2005,3.2,"Comedy, Musical, Romance","['Uday ChopraGurneal  ', ""Tanishaa Mukerji"", 'Abhishek Bachchan']"
912,Sahib Bibi Aur Ghulam,tt0056436,1962,8.1,"Drama, Musical","['Meena Kumari', ""Guru DuttAtulya "", 'Rehman KhanChhote ']"
913,Miss Bala,tt5941692,2019,5.8,"Action, Crime, Drama","['Gina RodriguezGloria', 'Thomas DekkerMakeup Supervisor', 'Vivian ChanFashion Designer']"
914,Mohalla Assi,tt4949324,2015,6.6,"Comedy, Drama","['Sunny DeolDharamnath Pandey', 'Sakshi TanwarSavitri Pandey', 'Ravi KishanKanni Guru Guide']"
915,Daddy,tt0142342,1999,6.4,"Comedy, Drama","['Adam SandlerSonny Koufax', 'Joey Lauren AdamsLayla Maloney', 'Jon StewartKevin Gerrity']"
916,Rajma Chawal,tt6747420,2018,5.7,"Comedy, Drama, Family","['Rishi KapoorRaj Mathur', 'Amyra DasturSeherâ€¦', 'Mukesh ChhabraAnoop Ji']"
917,Mujhse Dosti Karoge!,tt0272736,2002,5.1,"Comedy, Drama, Family","['Hrithik RoshanRaj Khanna', 'Kareena KapoorTina Kapoor', 'Rani MukerjiPooja Sahani']"
918,Khubsoorat,tt0244585,1980,7.6,"Comedy, Drama, Family","['Ashok KumarDwarka Prasad Gupta', 'RekhaManju Dayal', 'Rakesh RoshanInder Gupta']"
919,Chameli Ki Shaadi,tt0090812,1986,7.5,"Comedy, Drama, Romance","['Anil KapoorCharandas', 'Amrita SinghChameli', 'Om PrakashUstad Mastram Pehalwan']"
920,Traffic Signal,tt0819810,2007,6.6,Drama,"['Kunal KemmuSilsila(as Kunal Khemu)', 'Nitu ChandraRani', 'Upendra LimayeManya Langda']"
921,Dil Ne Jise Apna Kaha,tt0396563,2004,4.4,"Drama, Romance","['Salman KhanRishabh', 'Preity G ZintaDr. Parineeta(as Preity Zinta)', 'Bhoomika ChawlaDhani']"
922,Mard,tt0089552,1985,6.2,"Action, Comedy, Drama","['Amitabh BachchanRaju Singh (Mard)', 'Amrita SinghRuby', 'Nirupa RoyRani Durga Singh']"
923,Amar Prem,tt13751982,2020,4.6,Drama,"['Kundan Bhardwaj', 'Chandrima Banerjee', 'Kajal ChauhanChhoti ']"
924,Teen Patti,tt1183917,2010,4.2,"Crime, Drama, Thriller","['Amitabh Bachchan', 'Madhavan', 'Shraddha Kapoor']"
925,Notebook,tt0332280,2004,7.8,"Drama, Romance","['Gena RowlandsAllie Calhoun', 'James GarnerDuke', 'Rachel McAdamsAllie']"
926,Chittagong,tt1785333,2012,7.3,"Action, Drama, War","['Manoj BajpayeeSurya Sen(as Manoj Bajpai)', 'Barry JohnWilkinson', 'Delzad HiwaleJhunku Roy']"
927,Naseeb,tt0082797,1981,7.1,"Action, Musical, Romance","['Amitabh BachchanJohn Jaani Janardhan', 'Shatrughan SinhaVicky (Vikram)', 'Rishi KapoorSunny']"
928,Waqt Hamara Hai,tt0290331,1993,5.9,"Action, Comedy, Romance","['Akshay Kumar', 'Suniel ShettySunil ', 'Ayesha JhulkaAyesha Vidrohi']"
929,Zameen,tt0986264,2007,8.3,"Drama, Family","['Darsheel SafaryIshaan', 'Aamir KhanNikumbh Sir', 'Tanay ChhedaRajan']"
930,Koshish,tt0215911,1972,8.4,Drama,"['Sanjeev Kumar', 'Jaya Bachchan', ""Govardhan AsraniKanu""]"
931,Aarzoo,tt0284811,1999,5.0,"Action, Drama, Romance","['Madhuri DixitPooja Nath', 'Akshay KumarVijay Khanna', 'Saif Ali KhanAmar']"
932,Pakeezah,tt0067546,1972,7.2,"Musical, Romance, Drama","['Ashok KumarShahabuddin', 'Meena Kumari', 'Raaj KumarSalim Ahmed Khan']"
933,Ab Tumhare Hawale Watan Saathiyo,tt0397882,2004,4.4,"Action, Drama, War","['Amitabh BachchanMajor General Amarjeet Singh', 'Akshay KumarMajor Rajeev Singh', 'Bobby Deol']"
934,Ramayana: The Legend of Prince Rama,tt0259534,1993,9.2,"Animation, Action, Adventure","['Arun GovilRama(voice)', 'Nikhil KapoorRama(voice)', 'Edie MirmanSita']"
935,Chaalbaaz,tt0122427,1989,6.8,"Action, Comedy, Drama","['SrideviAnju ', 'Sunny DeolSuraj', 'RajinikanthJaggu(as Rajinikant)']"
936,Tum Mile,tt1522329,2009,5.0,"Drama, Romance","['Emraan HashmiAkshay', 'Soha Ali KhanSanjana', 'Prerna Chawla']"
937,Talaash: The Hunt Begins...,tt0338477,2003,4.3,"Action, Crime, Drama","[""Rakhee GulzarPurnima (Arjun's mother)(as Raakhee)"", 'Akshay KumarArjun', 'Kareena KapoorTina']"
938,Ahista Ahista,tt0831840,2006,6.9,"Drama, Romance","['Abhay DeolAnkush Ramdev', 'Soha Ali KhanMegha Joshi', 'Shayan MunshiDheeraj Ansaria']"
939,Indu Sarkar,tt6620324,2017,6.0,"Drama, Thriller","['Kirti KulhariIndu Sarkar', 'Tota Roy ChowdhuryNaveen Sarkar', 'Neil Nitin MukeshSanjay Gandhi']"
940,Promising Young Woman,tt9620292,2020,7.5,"Crime, Drama, Mystery","['Carey MulliganCassandra', 'Bo BurnhamRyan', 'Alison BrieMadison']"
941,Arjun: The Warrior Prince,tt2404027,2012,6.8,"Animation, Action, Adventure","['Yudhveer BakoliyaArjun', 'Ashok BanthiaBhim', 'Ravi KhanvilkarDrona']"
942,Guest iin London,tt6173826,2017,5.4,Comedy,"['Kartik AaryanAryan', 'Kriti KharbandaAnaya', 'Paresh RawalGangasharan Gandothra']"
943,"tick, tick... BOOM!",tt8721424,2021,7.5,"Biography, Comedy, Drama","['Andrew Garfield', 'Alexandra ShippSusan', 'Robin de JesusMichael']"
944,Let's Bring Our Heroes Home,tt0387989,2004,6.0,"Action, Drama, Thriller","['Amitabh BachchanMaj. Ranvir Kaul', 'Sanjay DuttKhan', 'Akshaye KhannaGaurang Kaul']"
945,Poster Boys,tt6352548,2017,5.4,Comedy,"['Sunny DeolJagaavar Chaudhry', 'Bobby DeolVinay Sharma', 'Shreyas TalpadeArjun Singh']"
946,Policegiri,tt2861320,2013,4.2,"Action, Comedy, Crime","['Sanjay DuttDCP Rudra Adityadevraj', 'Prachi DesaiSehar', 'Prakash RajNagori Subramaniyam']"
947,Bade Dilwala,tt0286478,1999,3.7,"Comedy, Drama, Romance","['Suniel Shetty', 'Priya GillPiya Verma', 'Paresh RawalMannubhai Rajnikant Shroff']"
948,Shabd,tt0409527,2005,5.1,"Drama, Thriller","['Sanjay Dutt', 'Aishwarya Rai Bachchan', 'Zayed KhanYash']"
949,Fight Club: Members Only,tt0456413,2006,3.5,"Action, Crime, Drama","['Suniel ShettyAnna Shetty(as Sunil Shetty)', 'Sohail KhanSameer', 'Zayed KhanVicky Khanna']"
950,Aandhi,tt0178186,1975,7.9,"Drama, Romance","['Suchitra SenAarti Devi', 'Sanjeev KumarJ.K.', 'Om ShivpuriChandrasen']"
951,Only You,tt0110737,1994,6.5,"Comedy, Romance","['Marisa TomeiFaith Corvatch', 'Robert Downey Jr.Peter Wright', 'Bonnie HuntKate']"
952,Sadda Adda,tt1941638,2012,7.1,"Comedy, Drama, Romance","['Karan SharmaSameer Khanna', 'Karanvir SharmaSameer Khanna', 'Shaurya ChauhanShreya Gujral']"
953,Chalti Ka Naam Gaadi,tt0128985,1958,7.9,"Comedy, Musical, Romance","['Ashok KumarBrijmohan Sharma', 'MadhubalaRenu', ""Anoop KumarJagmohan 'Jaggu' Sharma""]"
954,Kisna: The Warrior Poet,tt0396690,2005,4.5,"Drama, Musical, Romance","['Vivek OberoiKisna Singh', 'Isha SharvaniLaxmi', 'Antonia BernathKatherine']"
955,Dev,tt8751976,2019,4.8,"Action, Adventure, Romance","['KarthiDev', 'Rakul Preet SinghMeghana', 'KarthikAshok (Cameo Appearance)']"
956,Naqaab,tt8033702,2018,6.3,"Comedy, Horror, Thriller","['Shakib KhanMass', 'Nussrat Jahan', 'Sayantika Banerjee']"
957,Lakshmi,tt2976176,2014,7.9,Drama,"['Monali ThakurLakshmi', 'Vibha ChhibberAmma', 'Ranjeet JhaCustomer in Brothel']"
958,Kachche Dhaage,tt0206067,1999,6.0,"Action, Drama, Thriller","['Ajay DevgnAftab', ""Saif Ali KhanDhananjay Pandit 'Jai'"", 'Manisha KoiralaRukhsana']"
959,The Burning Train,tt0158534,1980,6.9,"Action, Thriller","['DharmendraAshok', 'Vinod KhannaVinod Verma', 'JeetendraRavi']"
960,Always Kabhi Kabhi,tt1937092,2011,4.2,"Comedy, Crime, Drama","['Samir ChandraServant', 'Lillete DubeyMs. Das', 'Satyajeet DubeyTariq Naqvi']"
961,China Gate,tt0210609,1998,6.5,"Action, Adventure, Drama","['Krishnakant Puri', 'Amrish Puri', 'Naseeruddin ShahMaj']"
962,Karam,tt14564000,2024,5.4,"Action, Drama, Family","['Mahesh BabuVenkata Ramana', 'SreeleelaAmulya (Ammu)', 'Meenaakshi ChaudharyRaji']"
963,Mr. Natwarlal,tt0079584,1979,6.5,"Action, Comedy, Romance","['Amitabh BachchanNatwarlal', 'RekhaShanno', 'Ajit KhanInsp. Giridhari Lal(as Ajit)']"
964,Hum Kisi Se Kum Nahin,tt0320097,2002,4.2,"Action, Comedy, Drama","['Amitabh BachchanDr. Rastogi', 'Sanjay DuttMunna Bhai', 'Asad Aleem']"
965,Hate Story IV,tt5325684,2018,3.4,"Crime, Drama, Thriller","['Urvashi RautelaTasha', 'Manoj AnandMillionaire Hotel Guest', 'Jack ArmstrongUK News Reporter']"
966,Do Lafzon Ki Kahani,tt4857886,2016,6.5,"Action, Drama, Romance","['Kajal Aggarwal', 'Anil GeorgeSrikant', 'Randeep HoodaSooraj']"
967,Ab Tak Chhappan 2,tt2202086,2015,5.8,"Action, Crime, Thriller","['Nana PatekarInspector Sadhu Agashe', 'Mohan Agashe', 'Gul PanagShalu']"
968,Tu Chor Main Sipahi,tt0117983,1996,5.1,"Action, Comedy, Drama","['Akshay KumarAmar Varma', 'Saif Ali Khan', 'TabuKajal']"
969,Zila Ghaziabad,tt2171454,2013,3.7,"Action, Crime, Drama","['Kushagra Anand', 'Vivek OberoiSatbir Gurjar', 'Usman RaoJamshed Ali]"
970,Roadside Romeo,tt1050739,2008,4.8,"Animation, Adventure, Comedy","['Saif Ali KhanRomeo', 'Kareena KapoorLaila', 'Jaaved JaaferiCharlie Anna']"
971,Dhaai Akshar Prem Ke,tt0255112,2000,3.5,"Drama, Romance","['Abhishek Bachchan', 'Aishwarya Rai BachchanSahiba Gareval', ""Amrish PuriYogvendra ""]"
972,Permission,tt5390066,2017,5.3,"Comedy, Drama, Romance","['Rebecca HallAnna', 'Dan StevensWill', 'Gina GershonLydia']"
973,Three Daughters,tt28491891,2023,7.3,Drama,"['Jovan AdepoBenji', 'Jasmine Bracey', 'Carrie CoonKatie']"
974,Bheja Fry 2,tt1939654,2011,4.7,"Comedy, Drama","['Vinay PathakBharat Bhushan', 'Kay Kay MenonAjit Talwar', 'Minissha LambaRanjini']"
975,Phool Aur Kaante,tt0254683,1991,6.0,"Action, Drama, Romance","['Ajay DevgnAjay', 'MadhooPooja(as Madhoo Raghunath)', 'Arif KhanRocky']"
976,Life Partner,tt1229366,2009,5.3,"Comedy, Drama, Romance","['GovindaAdvocate Jeet Oberoi', 'Fardeen KhanKaran', 'Tusshar KapoorBhavesh D. Patel']"
977,Insan,tt0438875,2005,4.6,"Action, Crime, Drama","['Akshay KumarAmjad', 'Ajay DevgnInspector Ajit Rathod', 'Tusshar KapoorAvinash']"
978,Run,tt8633478,2020,6.7,"Mystery, Thriller","['Sarah Paulson', 'Kiera Allen', 'Sara SohnNurse']"
979,Creature,tt14230458,2023,8.4,"Comedy, Drama, Romance","['Emma StoneBella Baxter', 'Mark RuffaloDuncan Wedderburn', 'Willem DafoeDr. Godwin Baxter']"
980,Sadak,tt0156985,1991,6.4,"Action, Drama, Romance","['Sanjay DuttRavi', 'Pooja BhattPooja', 'Deepak TijoriGotya']"
981,Aflatoon,tt0225029,1997,4.5,"Action, Comedy, Crime","['Akshay Kumar', 'Urmila MatondkarPooja', 'Anupam KherVidya Prakash']"
982,Haan Maine Bhi Pyaar Kiya,tt0308347,2002,3.6,"Drama, Musical, Romance","['Akshay KumarRaj Malhotra', 'Karisma KapoorPooja Kashyap', 'Abhishek BachchanShiv Kapoor']"
983,Kaalia,tt0082594,1981,6.7,"Action, Drama","['Amitabh Bachchan', 'Asha ParekhShanti', 'Parveen Babi']"
984,Jayantabhai Ki Luv Story,tt2622130,2013,5.3,"Action, Comedy, Romance","['Vivek OberoiJayanta', 'Neha SharmaSimran', 'Rahul SinghDatta']"
985,Aashayein,tt1227524,2010,7.1,Drama,"['John AbrahamRahul ', 'Anaitha Nair', 'Girish KarnadG. Parthasarthi']"
986,Anaarkali of Aarah,tt6058394,2017,6.1,Drama,"['Sanjay MishraVC', 'Pankaj TripathiRangeela', 'Swara BhaskerAnarkali']"
987,Mili,tt15257644,2022,6.7,"Drama, Thriller","['Janhvi KapoorMili Naudiyal', 'Manoj PahwaNiranjan Naudiyal', 'Sunny KaushalSameer Kumar']"
988,Dilwaala,tt0363567,1986,3.8,"Action, Comedy, Drama","['Mithun ChakrabortyRavi Kumar', 'Smita PatilSumitra Devi', 'Meenakshi SheshadriPadma']"
989,Dream Scenario,tt21942866,2023,7.0,"Comedy, Horror","['Lily BirdSophie ', 'Nicolas Cage, 'Julianne NicholsonJanet']"
990,Gumnaam,tt0247394,1965,6.9,"Drama, Mystery, Thriller","['Nanda Karnataki', 'Manoj KumarAnandh', 'Pran Sikand']"
991,1971,tt0983990,2007,8.2,"Action, Drama, War","['Manoj BajpayeeMajor Suraj Singh', 'Ravi Kishan', 'Deepak Dobriyal']"
992,Karzzzz,tt1156148,2008,2.3,"Action, Drama, Musical","['Himesh ReshammiyaMonty Oberoi', 'Urmila MatondkarKamini R. Verma', 'Shweta KumarTina']"
993,Woh Lamhe ...,tt0833561,2006,6.5,"Biography, Drama, Romance","['Kangana RanautSana Azim', 'Shiney AhujaAditya Pankaj Garewal', 'Shaad RandhawaNikhil Rai']"
994,Arth,tt0083578,1982,7.8,"Drama, Romance","['Shabana AzmiPooja', 'Kulbhushan KharbandaInder Malhotra', 'Smita PatilKavita Sanyal']"
995,Badal,tt0247944,2000,5.0,"Action, Crime, Drama","['Bobby Deol', 'Rani MukerjiRani', 'Mayuri KangoSoni']"
997,Nasha,tt3044882,2013,3.2,"Drama, Thriller","['Poonam PandeyAnita', 'Shivam PatilSahil', 'Vishal BhonsleSamuel']"
998,Madea Goes to Jail,tt1142800,2009,4.5,"Comedy, Crime, Drama","['Tyler Perry', 'Keshia Knight Pullian', 'Derek Luke']"
999,Aakhree Raasta,tt0090575,1986,7.1,"Action, Crime, Drama","[""Amitabh Bachchan"", 'SrideviVinita Bhatnagar', ""Jaya PradaMary D. D'Costa""]"
